country,summary,country_code(ISO3166),area(sq_km),commencement,continent,languages,no_of_language,vitality,families
Luxembourg,"Luxembourg is a country in Europe that is home to 635,000 people. It is also home to 2 living indigenous languages. One of these, French, is an official language of the country. In addition, 5 living non-indigenous languages are established within the country. One of these, Standard German, is also an official language of the country. In formal education, 3 indigenous languages are used as languages of instruction.",LU,2590,1945,Europe,"dict_keys(['French', 'Luxembourgish'])",2,"['Institutional', '2', 'Stable', '0', 'Endangered', '0', 'Extinct', '0']",dict_keys(['Indo-European'])
Madagascar,"Madagascar is a country in Africa that is home to 28,472,000 people. It is also home to 12 living indigenous languages. One of these, Merina Malagasy, is an official language of the country. In addition, 2 living non-indigenous languages are established within the country. One of these, French, is also an official language of the country. In formal education, 1 indigenous language is used as a language of instruction.",MG,581795,1960,Africa,"dict_keys(['Antankarana_Malagasy', 'Bara_Malagasy', 'Malagasy_Sign_Language', 'Masikoro_Malagasy', 'Merina_Malagasy', 'Northern_Betsimisaraka_Malagasy', 'Sakalava_Malagasy', 'Southern_Betsimisaraka_Malagasy', 'Tandroy-Mahafaly_Malagasy', 'Tanosy_Malagasy', 'Tesaka_Malagasy', 'Tsimihety_Malagasy'])",12,"['Institutional', '1', 'Stable', '11', 'Endangered', '0', 'Extinct', '0']","dict_keys(['Austronesian', 'Sign language'])"
Malawi,"Malawi is a country in Africa that is home to 19,130,000 people. It is also home to 13 living indigenous languages. In addition, 4 living non-indigenous languages are established within the country. One of these, English, is the official language of the country. In formal education, 2 indigenous languages are used as languages of instruction.",MW,94280,1964,Africa,"dict_keys(['Chichewa', 'Kokola', 'Lambya', 'Malawi_Lomwe', 'Malawi_Nyiha', 'Malawi_Sena', 'Malawian_Sign_Language', 'Ndali', 'Nyakyusa-Ngonde', 'Nyika', 'Tonga', 'Tumbuka', 'Yao'])",13,"['Institutional', '1', 'Stable', '11', 'Endangered', '1', 'Extinct', '0']","dict_keys(['Niger-Congo', 'Sign language'])"
Malaysia,"Malaysia is a country in Asia that is home to 32,712,000 people. It is also home to 111 living indigenous languages. One of these, Standard Malay, is an official language of the country. Malaysia was also home to 2 indigenous languages that are now extinct. In addition, 20 living non-indigenous languages are established within the country. One of these, English, is also an official language of the country. In formal education, 3 indigenous languages are used as languages of instruction.",MY,328550,1957,Asia,"dict_keys(['Abai_Sungai', 'Baram_Kayan', 'Batek', 'Bau_Bidayuh', 'Biatah_Bidayuh', 'Bidayuh_Serian', 'Bintulu', 'Bonggi', 'Bookan_Murut', 'Brunei_Bisaya', 'Bukitan', 'Central_Berawan', 'Central_Melanau', 'Cheq_Wong', 'Daro-Matu_Melanau', 'Duano', 'Dumpas', 'East_Berawan', 'Eastern_Penan', 'Gana', 'Iban', 'Idaan', 'Iranun', 'Jah_Hut', 'Jakun', 'Jehai', 'Kadazan_Dusun', 'Kajaman', 'Kalabakan_Murut', 'Kanowit-Tanjong_Melanau', 'Kedah_Malay', 'Kelabit', 'Kenaboi', 'Keningau_Murut', 'Kensiu', 'Kimaragang', 'Kintaq', 'Kiput', 'Klias_River_Kadazan', 'Kolod_Murut', 'Kota_Marudu_Talantang', 'Kuijau', 'Labuk-Kinabatangan_Kadazan', 'Lahanan', 'Lanas_Lobu', 'Lanoh', 'Lelak', 'Long_Wat', 'Lotud', 'Lundayeh', 'Mah_Meri', 'Mainstream_Kenyah', 'Malaccan_Malay_Creole', 'Malaccan_Portuguese_Creole', 'Malay', 'Malaysian_Sign_Language', 'Minokok', 'Minriq', 'Mintil', 'Molbog', 'Murik', 'Narom', 'Negeri_Sembilan_Malay', 'Northern_Tidung', 'Orang_Kanaq', 'Orang_Seletar', 'Paluan_Murut', 'Papar', 'Penang_Sign_Language', 'Punan_Bah-Biau', 'Punan_Batu', 'Rara_Bakati', 'Rejang_Kayan', 'Remun', 'Rungus', 'Sabah_Bisaya', 'Sabah_Malay', 'Sabüm', 'Salako', 'Saban', 'Sebop', 'Sekapan', 'Selangor_Sign_Language', 'Selungai_Murut', 'Semai', 'Semaq_Beri', 'Sembakung_Murut', 'Semelai', 'Semnam', 'Serudung_Murut', 'Sibu_Melanau', 'Sihan', 'Southern_Tidung', 'Standard_Malay', 'Sugut_Dusun', 'Tahol_Murut', 'Tampias_Lobu', 'Tatana', 'Temiar', 'Temoq', 'Temuan', 'Tenedn', 'Timugon_Murut', 'Tobilung', 'Tombonuo', 'Tring', 'Tringgus-Sembaan_Bidayuh', 'Ukit', 'Uma_Lasan', 'Upper_Kinabatangan', 'West_Berawan', 'West_Coast_Bajau', 'Western_Penan'])",113,"['Institutional', '6', 'Stable', '10', 'Endangered', '95', 'Extinct', '2']","dict_keys(['Austronesian', 'Austro-Asiatic', 'Sign language', 'Creole', 'Unclassified'])"
Maldives,"Maldives is a country in Asia that is home to 541,000 people. It is also home to 1 living indigenous language, Maldivian. It is the official language of the country. In addition, 1 living non-indigenous language is established within the country. In formal education, , 1 indigenous language is used as a language of instruction.",MV,300,1965,Asia,dict_keys(['Maldivian']),1,"['Institutional', '1', 'Stable', '0', 'Endangered', '0', 'Extinct', '0']",dict_keys(['Indo-European'])
Mali,"Mali is a country in Africa that is home to 20,742,000 people. It is also home to 63 living indigenous languages. In addition, 5 living non-indigenous languages are established within the country. One of these, French, is the official language of the country. In formal education, 4 indigenous languages are used as languages of instruction.",ML,1220190,1960,Africa,"dict_keys(['Ampari_Dogon', 'Ana_Tinga_Dogon', 'Bamanankan', 'Bangime', 'Bankagooma', 'Bankan_Tey_Dogon', 'Ben_Tey_Dogon', 'Bolon', 'Bomu', 'Bondum_Dom_Dogon', 'Bunoge_Dogon', 'Dogul_Dom_Dogon', 'Donno_So_Dogon', 'Duungooma', 'Eastern_Maninkakan', 'Hasanya_Arabic', 'Humburi_Senni_Songhay', 'Jalunga', 'Jamsay_Dogon', 'Jenaama_Bozo', 'Jowulu', 'Kagoro', 'Kelengaxo_Bozo', 'Kita_Maninkakan', 'Konabéré', 'Koromfé', 'Koyra_Chiini_Songhay', 'Koyraboro_Senni_Songhay', 'Maasina_Fulfulde', 'Malian_Sign_Language', 'Mamara_Sénoufo', 'Marka', 'Matya_Samo', 'Mombo_Dogon', 'Moore', 'Nanga_Dama_Dogon', 'Pana', 'Pulaar', 'Pular', 'Shempire_Sénoufo', 'Soninke', 'Supyire_Sénoufo', 'Syenara_Sénoufo', 'Sàmòmá', 'Sìcìté_Sénoufo', 'Tadaksahak', 'Tamajaq', 'Tamasheq', 'Tebul_Sign_Language', 'Tebul_Ure_Dogon', 'Tene_Kan_Dogon', 'Tiemacèwè_Bozo', 'Tieyaxo_Bozo', 'Tiranige_Diga_Dogon', 'Tommo_So_Dogon', 'Tomo_Kan_Dogon', 'Tondi_Songway_Kiini', 'Toro_So_Dogon', 'Toro_Tegu_Dogon', 'Western_Maninkakan', 'Xaasongaxango', 'Yanda_Dom_Dogon', 'Zarmaci'])",63,"['Institutional', '4', 'Stable', '53', 'Endangered', '6', 'Extinct', '0']","dict_keys(['Niger-Congo', 'Nilo-Saharan', 'Afro-Asiatic', 'Sign language', 'Language isolate'])"
Malta,"Malta is a country in Europe that is home to 514,600 people. It is also home to 2 living indigenous languages. One of these, Maltese, is an official language of the country. In addition, 4 living non-indigenous languages are established within the country. One of these, English, is also an official language of the country. In formal education, 1 indigenous language is used as a language of instruction.",MT,320,1964,Europe,"dict_keys(['Maltese', 'Maltese_Sign_Language'])",2,"['Institutional', '1', 'Stable', '1', 'Endangered', '0', 'Extinct', '0']","dict_keys(['Afro-Asiatic', 'Sign language'])"
Marshall_Islands,"The Marshall Islands is a country in the Pacific that is home to 59,000 people. It is also home to 1 living indigenous language, Marshallese. It is an official language of the country. In addition, 1 non-indigenous language, English, is established within the country. It is also an official language. In formal education, 1 indigenous language is used as a language of instruction.",MH,180,1991,Australia,dict_keys(['Marshallese']),1,"['Institutional', '1', 'Stable', '0', 'Endangered', '0', 'Extinct', '0']",dict_keys(['Austronesian'])
Mauritania,"Mauritania is a country in Africa that is home to 4,650,000 people. It is also home to 5 living indigenous languages. In addition, 2 living non-indigenous languages are established within the country. One of these, Standard Arabic, is the official language of the country.",MR,1030700,1961,Africa,"dict_keys(['Hassaniyya', 'Pulaar', 'Soninke', 'Wolof', 'Zenaga'])",5,"['Institutional', '1', 'Stable', '3', 'Endangered', '1', 'Extinct', '0']","dict_keys(['Niger-Congo', 'Afro-Asiatic'])"
Mauritius,"Mauritius is a country in Africa that is home to 1,273,000 people. It is also home to 2 living indigenous languages. In addition, 7 living non-indigenous languages are established within the country. One of these, English, is the official language of the country. In formal education, 1 indigenous language is used as a language of instruction.",MU,2030,1968,Africa,"dict_keys(['Mauritian_Sign_Language', 'Morisyen'])",2,"['Institutional', '1', 'Stable', '1', 'Endangered', '0', 'Extinct', '0']","dict_keys(['Creole', 'Sign language'])"
Mexico,"Mexico is a country in the Americas that is home to 130,262,000 people. It is also home to 284 living indigenous languages. It was also home to 13 indigenous languages that are now extinct. In addition, 10 living non-indigenous languages are established within the country. One of these, Spanish, is the official language of the country. In formal education, 1 indigenous language is used as a language of instruction.",MX,1943950,1945,North America,"dict_keys(['Acatepec_Me phaa', 'Afro-Seminole_Creole', 'Alacatlatzala_Mixtec', 'Albarradas_Sign_Language', 'Alcozauca_Mixtec', 'Aloápam_Zapotec', 'Amatlán_Zapotec', 'Amoltepec_Mixtec', 'Apasco-Apoala_Mixtec', 'Asunción_Mixtepec_Zapotec', 'Atatlahuca_Mixtec', 'Atzingo_Matlatzinca', 'Ayautla_Mazatec', 'Ayoquesco_Zapotec', 'Ayutla_Mixtec', 'Azoyú_Me phaa', 'Cacaloxtepec_Mixtec', 'Cajonos_Zapotec', 'Central_Huasteca_Nahuatl', 'Central_Mazahua', 'Central_Nahuatl', 'Central_Pame', 'Central_Puebla_Nahuatl', 'Central_Tarahumara', 'Chayuco_Mixtec', 'Chazumba_Mixtec', 'Chiapanec', 'Chicahuaxtla_Triqui', 'Chichicapan_Zapotec', 'Chichimeco-Jonaz', 'Chicomuceltec', 'Chigmecatitlán_Mixtec', 'Chiltepec_Chinantec', 'Chimalapa_Zoque', 'Chiquihuitlán_Mazatec', 'Choapan_Zapotec', 'Chocholtec', 'Chol', 'Chuj', 'Coahuilteco', 'Coatecas_Altas_Zapotec', 'Coatepec_Nahuatl', 'Coatlán_Mixe', 'Coatlán_Zapotec', 'Coatzospan_Mixtec', 'Cochimi', 'Cocopa', 'Comaltepec_Chinantec', 'Comecrudo', 'Copainalá_Zoque', 'Copala_Triqui', 'Cotoname', 'Coyotepec_Popoloca', 'Coyutla_Totonac', 'Cuitlatec', 'Cuyamecalco_Mixtec', 'Diuxi-Tilantongo_Mixtec', 'Eastern_Durango_Nahuatl', 'Eastern_Highland_Chatino', 'Eastern_Highland_Otomi', 'Eastern_Huasteca_Nahuatl', 'El_Alto_Zapotec', 'El_Nayar_Cora', 'Elotepec_Zapotec', 'Estado_de_México_Otomí', 'Eudeve', 'Filomena_Mata-Coahuitlán_Totonac', 'Francisco_León_Zoque', 'Garza', 'Guerrero_Amuzgo', 'Guerrero_Nahuatl', 'Guevea_de_Humboldt_Zapotec', 'Güilá_Zapotec', 'Highland_Oaxaca_Chontal', 'Highland_Popoluca', 'Highland_Puebla_Nahuatl', 'Highland_Totonac', 'Huarijío', 'Huastec', 'Huautla_Mazatec', 'Huaxcaleca_Nahuatl', 'Huehuetla_Tepehua', 'Huichol', 'Huitepec_Mixtec', 'Ipalapa_Amuzgo', 'Isthmus_Mixe', 'Isthmus_Zapotec', 'Isthmus-Cosoleacaque_Nahuatl', 'Isthmus-Mecayapan_Nahuatl', 'Isthmus-Pajapan_Nahuatl', 'Itundujia_Mixtec', 'Ixcatec', 'Ixcatlán_Mazatec', 'Ixtayutla_Mixtec', 'Ixtenco_Otomi', 'Jakalteko', 'Jalapa_de_Díaz_Mazatec', 'Jamiltepec_Mixtec', 'Juquila_Mixe', 'Juxtlahuaca_Mixtec', 'Kickapoo', 'Kiliwa', 'Kumiai', 'Lacandon', 'Lachiguiri_Zapotec', 'Lachixío_Zapotec', 'Lalana_Chinantec', 'Lapaguía-Guivini_Zapotec', 'Las_Delicias_Zapotec', 'Lealao_Chinantec', 'Lowland_Oaxaca_Chontal', 'Loxicha_Zapotec', 'Magdalena_Peñasco_Mixtec', 'Malinaltepec_Me phaa', 'Mam', 'Mamulique', 'Mayo', 'Mazaltepec_Zapotec', 'Mazatlán_Mazatec', 'Mazatlán_Mixe', 'Metlatónoc_Mixtec', 'Mexican_Sign_Language', 'Mezontla_Popoloca', 'Mezquital_Otomi', 'Miahuatlán_Zapotec', 'Michoacán_Mazahua', 'Michoacán_Nahuatl', 'Mitla_Zapotec', 'Mitlatongo_Mixtec', 'Mixtepec_Mixtec', 'Mixtepec_Zapotec', 'Mocho', 'Morelos_Nahuatl', 'Nopala_Chatino', 'North_Central_Mixe', 'Northern_Oaxaca_Nahuatl', 'Northern_Pame', 'Northern_Puebla_Nahuatl', 'Northern_Tarahumara', 'Northern_Tepehuan', 'Northern_Tlaxiaco_Mixtec', 'Northwest_Oaxaca_Mixtec', 'Ocotepec_Mixtec', 'Ocotlán_Zapotec', 'Ojitlán_Chinantec', 'Oluta_Popoluca', 'Ometepec_Nahuatl', 'Opata', 'Orizaba_Nahuatl', 'Ozolotepec_Zapotec', 'Ozumacín_Chinantec', 'Paipai', 'Palantla_Chinantec', 'Papantla_Totonac', 'Petapa_Zapotec', 'Peñoles_Mixtec', 'Pima_Bajo', 'Pinotepa_Nacional_Mixtec', 'Pisaflores_Tepehua', 'Pochutec', 'Puebla_and_Northeastern_Mazatec', 'Purepecha', 'Querétaro_Otomi', 'Quetzaltepec_Mixe', 'Quiavicuzas_Zapotec', 'Quioquitani-Quierí_Zapotec', 'Quiotepec_Chinantec', 'Rayón_Zoque', 'Rincón_Zapotec', 'San_Agustín_Mixtepec_Zapotec', 'San_Baltazar_Loxicha_Zapotec', 'San_Dionisio_del_Mar_Huave', 'San_Felipe_Otlaltepec_Popoloca', 'San_Francisco_Matlatzinca', 'San_Francisco_del_Mar_Huave', 'San_Jerónimo_Tecóatl_Mazatec', 'San_Juan_Atzingo_Popoloca', 'San_Juan_Colorado_Mixtec', 'San_Juan_Teita_Mixtec', 'San_Luís_Temalacayuca_Popoloca', 'San_Marcos_Tlacoyalco_Popoloca', 'San_Martín_Itunyoso_Triqui', 'San_Mateo_del_Mar_Huave', 'San_Miguel_Piedras_Mixtec', 'San_Miguel_el_Grande_Mixtec', 'San_Pedro_Amuzgos_Amuzgo', 'San_Pedro_Quiatoni_Zapotec', 'San_Vicente_Coatlán_Zapotec', 'Santa_Catarina_Albarradas_Zapotec', 'Santa_Inés_Ahuatempan_Popoloca', 'Santa_Inés_Yatzechi_Zapotec', 'Santa_Lucía_Monteverde_Mixtec', 'Santa_María_Quiegolani_Zapotec', 'Santa_María_Zacatepec_Mixtec', 'Santa_María_del_Mar_Huave', 'Santa_María_la_Alta_Nahuatl', 'Santa_Teresa_Cora', 'Santiago_Xanica_Zapotec', 'Santo_Domingo_Albarradas_Zapotec', 'Sayula_Popoluca', 'Seri', 'Sierra_Negra_Nahuatl', 'Sierra_de_Juárez_Zapotec', 'Silacayoapan_Mixtec', 'Sindihui_Mixtec', 'Sinicahua_Mixtec', 'Sochiapam_Chinantec', 'Solano', 'Southeastern_Ixtlán_Zapotec', 'Southeastern_Nochixtlán_Mixtec', 'Southeastern_Puebla_Nahuatl', 'Southeastern_Tarahumara', 'Southeastern_Tepehuan', 'Southern_Pame', 'Southern_Puebla_Mixtec', 'Southern_Rincon_Zapotec', 'Southwestern_Tarahumara', 'Southwestern_Tepehuan', 'Southwestern_Tlaxiaco_Mixtec', 'Soyaltepec_Mazatec', 'Soyaltepec_Mixtec', 'Tabaa_Zapotec', 'Tabasco_Chontal', 'Tabasco_Nahuatl', 'Tabasco_Zoque', 'Tacahua_Mixtec', 'Tamazola_Mixtec', 'Tataltepec_Chatino', 'Tecpatlán_Totonac', 'Tectitec', 'Tejalapan_Zapotec', 'Temascaltepec_Nahuatl', 'Temoaya_Otomi', 'Tenango_Otomi', 'Tepecano', 'Tepetotutla_Chinantec', 'Tepeuxila_Cuicatec', 'Tepinapa_Chinantec', 'Tetelcingo_Nahuatl', 'Teutila_Cuicatec', 'Texcatepec_Otomi', 'Texistepec_Popoluca', 'Texmelucan_Zapotec', 'Tezoatlán_Mixtec', 'Tidaá_Mixtec', 'Tijaltepec_Mixtec', 'Tilapa_Otomi', 'Tilquiapan_Zapotec', 'Tlachichilco_Tepehua', 'Tlacoapa_Me phaa', 'Tlacoatzintepec_Chinantec', 'Tlacolulita_Zapotec', 'Tlahuitoltepec_Mixe', 'Tlamacazapa_Nahuatl', 'Tlazoyaltepec_Mixtec', 'Tohono_O odham', 'Tojolabal', 'Totomachapan_Zapotec', 'Totonaco_del_cerro_Xinolatépetl', 'Totontepec_Mixe', 'Tubar', 'Tututepec_Mixtec', 'Tzeltal', 'Tzotzil', 'Upper_Necaxa_Totonac', 'Usila_Chinantec', 'Valle_Nacional_Chinantec', 'Western_Durango_Nahuatl', 'Western_Highland_Chatino', 'Western_Highland_Purepecha', 'Western_Huasteca_Nahuatl', 'Western_Juxtlahuaca_Mixtec', 'Western_Kanjobal', 'Western_Tarahumara', 'Western_Tlacolula_Valley_Zapotec', 'Xadani_Zapotec', 'Xanaguía_Zapotec', 'Xicotepec_de_Juárez_Totonac', 'Yalálag_Zapotec', 'Yaqui', 'Yareni_Zapotec', 'Yatee_Zapotec', 'Yatzachi_Zapotec', 'Yautepec_Zapotec', 'Yecuatla_Totonac', 'Yoloxóchitl_Mixtec', 'Yosondúa_Mixtec', 'Yucatec_Maya', 'Yucatec_Maya_Sign_Language', 'Yucuañe_Mixtec', 'Yutanduchi_Mixtec', 'Zaachila_Zapotec', 'Zacatepec_Chatino', 'Zacatlán-Ahuacatlán-Tepetzintla_Nahuatl', 'Zaniza_Zapotec', 'Zenzontepec_Chatino', 'Zoogocho_Zapotec'])",297,"['Institutional', '0', 'Stable', '155', 'Endangered', '129', 'Extinct', '13']","dict_keys(['Otomanguean', 'Uto-Aztecan', 'Mixe-Zoquean', 'Mayan', 'Totonacan', 'Cochimí-Yuman', 'Comecrudan', 'Huavean', 'Sign language', 'Language isolate', 'Tarascan', 'Tequistlatecan', 'Algic', 'Creole', 'Unclassified'])"
Micronesia,"Micronesia is a territory in the Pacific that is home to 115,000 people. It is also home to 17 living indigenous languages. Some of these—Chuukese, Kosraean, Pohnpeian, and Yapese—are official languages. In addition, 1 non-indigenous language, English, is established within the territory. It is the official language. In formal education, 4 indigenous languages are used as languages of instruction.",FM,700,1991,Australia,"dict_keys(['Chuukese', 'Kapingamarangi', 'Kosraean', 'Mokilese', 'Mortlockese', 'Namonuito', 'Ngatik_Mens_Creole', 'Nguluwan', 'Nukuoro', 'Pingelapese', 'Pohnpeian', 'Puluwatese', 'Pááfang', 'Satawalese', 'Ulithian', 'Woleaian', 'Yapese'])",17,"['Institutional', '4', 'Stable', '9', 'Endangered', '4', 'Extinct', '0']","dict_keys(['Austronesian', 'Creole', 'Mixed language'])"
Moldova,"Moldova is a country in Europe that is home to 3,287,000 people. It is also home to 3 living indigenous languages. One of these, Romanian, is the official language of the country. In addition, 8 living non-indigenous languages are established within the country. In formal education, 2 indigenous languages are used as languages of instruction.",MD,32850,1992,Europe,"dict_keys(['Gagauz', 'Moldova_Sign_Language', 'Romanian'])",3,"['Institutional', '1', 'Stable', '2', 'Endangered', '0', 'Extinct', '0']","dict_keys(['Indo-European', 'Sign language', 'Turkic'])"
Monaco,"Monaco is a country in Europe that is home to 39,000 people. It is also home to 2 living indigenous languages. One of these, French, is the official language of the country. In addition, 4 living non-indigenous languages are established within the country. In formal education, 1 indigenous language is used as a language of instruction.",MC,1,1993,Europe,"dict_keys(['French', 'Monégasque'])",2,"['Institutional', '2', 'Stable', '0', 'Endangered', '0', 'Extinct', '0']",dict_keys(['Indo-European'])
Mongolia,"Mongolia is a country in Asia that is home to 3,329,000 people. It is also home to 8 living indigenous languages. One of these, Halh Mongolian, is the official language of the country. In addition, 5 living non-indigenous languages are established within the country. In formal education, 1 indigenous language is used as a language of instruction.",MN,1553560,1961,Asia,"dict_keys(['Halh_Mongolian', 'Kazakh', 'Khamnigan_Mongol', 'Mongolia_Buriat', 'Mongolian_Sign_Language', 'Peripheral_Mongolian', 'Tuvan', 'Uyghur'])",8,"['Institutional', '1', 'Stable', '5', 'Endangered', '2', 'Extinct', '0']","dict_keys(['Mongolic', 'Turkic', 'Sign language'])"
Montenegro,"Montenegro is a country in Europe that is home to 628,000 people. It is also home to 6 living indigenous languages. One of these, Montenegrin, is the official language of the country. Another, Gheg AlbanianGheg Albanian, is an official language in part of the country. Montenegro was also home to 1 indigeneous language that is now extinct. In addition, 3 living non-indigenous languages are established within the country. In formal education, 2 indigenous languages are used as languages of instruction.",ME,13450,2006,Europe,"dict_keys(['Bosnian', 'Croatian', 'Dalmatian', 'Gheg_Albanian', 'Montenegrin', 'Montenegrin_Sign_Language', 'Serbian'])",7,"['Institutional', '2', 'Stable', '4', 'Endangered', '0', 'Extinct', '1']","dict_keys(['Indo-European', 'Sign language'])"
Morocco,"Morocco is a country in Africa that is home to 36,911,000 people. It is also home to 10 living indigenous languages. One of these, Standard Moroccan Tamazight, is an official language of the country. In addition, 5 living non-indigenous languages are established within the country. One of these, Standard Arabic, is also an official language of the country.",MA,446300,1956,Africa,"dict_keys(['Central_Atlas_Tamazight', 'Ghomara', 'Judeo-Moroccan_Arabic', 'Moroccan_Sign_Language', 'Moroccan_Spoken_Arabic', 'Senhaja_Berber', 'Standard_Moroccan_Tamazight', 'Tachelhit', 'Tarifit', 'Taznatit'])",10,"['Institutional', '2', 'Stable', '5', 'Endangered', '3', 'Extinct', '0']","dict_keys(['Afro-Asiatic', 'Sign language'])"
Mozambique,"Mozambique is a country in Africa that is home to 31,693,000 people. It is also home to 42 living indigenous languages. In addition, 2 living non-indigenous languages are established within the country. One of these, Portuguese, is the official language of the country.",MZ,786380,1975,Africa,"dict_keys(['Barwe', 'Chopi', 'Chuwabu', 'Dema', 'Kokola', 'Koti', 'Kunda', 'Lolo', 'Lomwe', 'Maindo', 'Makhuwa', 'Makhuwa-Marrevone', 'Makhuwa-Meetto', 'Makhuwa-Moniga', 'Makhuwa-Saka', 'Makhuwa-Shirima', 'Makonde', 'Makwe', 'Manyawa', 'Manyika', 'Marenje', 'Mozambican_Sign_Language', 'Mwani', 'Nathembo', 'Ndau', 'Nsenga', 'Nyanja', 'Nyungwe', 'Phimbi', 'Ronga', 'Sena', 'Swahili', 'Swati', 'Takwane', 'Tawara', 'Tewe', 'Tonga', 'Tsonga', 'Tswa', 'Xingoni', 'Yao', 'Zulu'])",42,"['Institutional', '2', 'Stable', '33', 'Endangered', '7', 'Extinct', '0']","dict_keys(['Niger-Congo', 'Sign language'])"
Myanmar,"Myanmar is a country in Asia that is home to 55,295,000 people. It is also home to 115 living indigenous languages. One of these, Burmese, is the official language of the country. Myanmar was also home to 1 indigeneous language that is now extinct. In addition, 6 living non-indigenous languages are established within the country. In formal education, 1 indigenous language is used as a language of instruction.",MM,653290,1948,Asia,"dict_keys(['Akha', 'Akyaung_Ari_Naga', 'Anong', 'Anu-Khongso_Chin', 'Asho_Chin', 'Bawm_Chin', 'Blang', 'Bualkhaw_Chin', 'Burmese', 'Bwe_Karen', 'Chak', 'Chakma', 'Chen-Kayu_Naga', 'Daai_Chin', 'Danau', 'Danu', 'Drung', 'Eastern_Kayah', 'Eastern_Khumi_Chin', 'Ekai_Chin', 'Falam_Chin', 'Geba_Karen', 'Geko_Karen', 'Hakha_Chin', 'Hpon', 'Intha', 'Jejara_Naga', 'Jingpho', 'Kaang_Chin', 'Kadu', 'Kanan', 'Kawyaw', 'Kayan', 'Kayaw', 'Khams_Tibetan', 'Khamti', 'Khiamniungan_Naga', 'Khumi_Chin', 'Khün', 'Kokak_Naga', 'Konyak_Naga', 'Lacid', 'Lahta', 'Lahu', 'Lahu_Shi', 'Lainong_Naga', 'Laitu_Chin', 'Lao_Naga', 'Lautu_Chin', 'Lhao_Vo', 'Lisu', 'Long_Phuri_Naga', 'Lü', 'Makuri_Naga', 'Mara_Chin', 'Matu_Chin', 'Mizo_Chin', 'Mobwa_Karen', 'Mok', 'Moken', 'Mon', 'Mro-Khimi', 'Mru', 'Muak_Sa-aak', 'Myanmar_Sign_Language', 'Müün_Chin', 'Ngawn_Chin', 'Ngochang', 'Nusu', 'Paku_Karen', 'Parauk_Wa', 'Paungnyuan_Naga', 'Pao', 'Ponyo-Gongwang_Naga', 'Pwo_Eastern_Karen', 'Pwo_Western_Karen', 'Pyen', 'Rakhine', 'Rawang', 'Rawngtu_Chin', 'Riang_Lai', 'Riang_Lang', 'Rohingya', 'Ruching_Palaung', 'Rumai_Palaung', 'Rungtu_Chin', 'Samtao', 'Senthang_Chin', 'Shan', 'Shwe_Palaung', 'Siyin_Chin', 'Songlai_Chin', 'Sumtu_Chin', 'Sgaw_Karen', 'Tai_Laing', 'Tai_Loi', 'Tai_Nüa', 'Taman', 'Tangkhul_Naga', 'Tangshang_Naga', 'Taungyo', 'Tavoyan', 'Tawr_Chin', 'Tedim_Chin', 'Thado_Chin', 'Thaiphum_Chin', 'Uppu_Chin', 'Western_Kayah', 'Wewaw', 'Yinbaw', 'Yintale', 'Zaiwa', 'Zayein', 'Zo', 'Zotung_Chin', 'Zyphe_Chin'])",116,"['Institutional', '10', 'Stable', '88', 'Endangered', '17', 'Extinct', '1']","dict_keys(['Sino-Tibetan', 'Austro-Asiatic', 'Kra-Dai', 'Indo-European', 'Austronesian', 'Sign language'])"
Namibia,"Namibia is a country in Africa that is home to 2,634,000 people. It is also home to 23 living indigenous languages. In addition, 4 living non-indigenous languages are established within the country. One of these, English, is the official language of the country. In formal education, 10 indigenous languages are used as languages of instruction.",NA,823290,1990,Africa,"dict_keys(['!Xóõ', 'Fwe', 'Gciriku', 'Hai|ǁom', 'Herero', 'Ju hoansi', 'Khoekhoe', 'Khwedam', 'Kuhane', 'Kung-Ekoka', 'Kwambi', 'Kwangali', 'Kwanyama', 'Mbalanhu', 'Mbukushu', 'Namibian_Sign_Language', 'Naro', 'Ndonga', 'Ngandjera', 'Northwestern_!Kung', 'Setswana', 'Yeyi', 'Zemba'])",23,"['Institutional', '9', 'Stable', '11', 'Endangered', '3', 'Extinct', '0']","dict_keys(['Niger-Congo', 'Khoe-Kwadi', 'Kx’a', 'Sign language', 'Tuu'])"
Nauru,"Nauru is a country in the Pacific that is home to 10,900 people. It is also home to 2 living indigenous languages. One of these, Nauruan, is the official language of the country. In addition, 1 living non-indigenous language is established within the country.",NR,20,1999,Australia,"dict_keys(['chinese_Pidgin_English', 'Nauruan'])",2,"['Institutional', '1', 'Stable', '0', 'Endangered', '1', 'Extinct', '0']","dict_keys(['Austronesian', 'Pidgin'])"
